category,word_one,word_two,word_three,word_four
present-first-person-second-person,دەدەم,دەدەیت,دەدەم,دەدەیت
present-first-person-second-person,دەدەم,دەدەیت,دەدەنم,دەدەنی
present-first-person-second-person,دەدەم,دەدەیت,دەستکەم,دەستکەیت
present-first-person-second-person,دەدەم,دەدەیت,دەشەم,دەشی
present-first-person-second-person,دەدەم,دەدەیت,دەفڕم,دەفڕی
present-first-person-second-person,دەدەم,دەدەیت,دەنووسم,دەنووسی
present-first-person-second-person,دەدەم,دەدەیت,دەوێنم,دەوێنی
present-first-person-second-person,دەدەم,دەدەیت,دەپێشم,دەپێشی
present-first-person-second-person,دەدەم,دەدەیت,دەچم,دەچی
present-first-person-second-person,دەدەم,دەدەیت,دەچمە,دەچیت
present-first-person-second-person,دەدەم,دەدەیت,دەڕووم,دەڕووی
present-first-person-second-person,دەدەم,دەدەیت,دەڕۆم,دەڕۆی
present-first-person-second-person,دەدەم,دەدەیت,دەکەم,دەکەیت
present-first-person-second-person,دەدەم,دەدەیت,دەگرم,دەگری
present-first-person-second-person,دەدەم,دەدەیت,دەگریم,دەگری
present-first-person-second-person,دەدەم,دەدەیت,دەگەڕم,دەگەڕی
present-first-person-second-person,دەدەنم,دەدەنی,دەبینم,دەبینی
present-first-person-second-person,دەدەنم,دەدەنی,دەبێشم,دەبێشی
present-first-person-second-person,دەدەنم,دەدەنی,دەخوەم,دەخوی
present-first-person-second-person,دەدەنم,دەدەنی,دەخۆم,دەخۆی
present-first-person-second-person,دەدەنم,دەدەنی,دەدەم,دەدەیت
present-first-person-second-person,دەدەنم,دەدەنی,دەدەنم,دەدەنی
present-first-person-second-person,دەدەنم,دەدەنی,دەستکەم,دەستکەیت
present-first-person-second-person,دەدەنم,دەدەنی,دەشەم,دەشی
present-first-person-second-person,دەدەنم,دەدەنی,دەفڕم,دەفڕی
present-first-person-second-person,دەدەنم,دەدەنی,دەنووسم,دەنووسی
present-first-person-second-person,دەدەنم,دەدەنی,دەوێنم,دەوێنی
present-first-person-second-person,دەدەنم,دەدەنی,دەپێشم,دەپێشی
present-first-person-second-person,دەدەنم,دەدەنی,دەچم,دەچی
present-first-person-second-person,دەدەنم,دەدەنی,دەچمە,دەچیت
present-first-person-second-person,دەدەنم,دەدەنی,دەڕووم,دەڕووی
present-first-person-second-person,دەدەنم,دەدەنی,دەڕۆم,دەڕۆی
present-first-person-second-person,دەدەنم,دەدەنی,دەکەم,دەکەیت
present-first-person-second-person,دەدەنم,دەدەنی,دەگرم,دەگری
present-first-person-second-person,دەدەنم,دەدەنی,دەگریم,دەگری
present-first-person-second-person,دەدەنم,دەدەنی,دەگەڕم,دەگەڕی
present-first-person-second-person,دەستکەم,دەستکەیت,دەبینم,دەبینی
present-first-person-second-person,دەستکەم,دەستکەیت,دەبێشم,دەبێشی
present-first-person-second-person,دەستکەم,دەستکەیت,دەخوەم,دەخوی
present-first-person-second-person,دەستکەم,دەستکەیت,دەخۆم,دەخۆی
present-first-person-second-person,دەستکەم,دەستکەیت,دەدەم,دەدەیت
present-first-person-second-person,دەستکەم,دەستکەیت,دەدەنم,دەدەنی
present-first-person-second-person,دەستکەم,دەستکەیت,دەستکەم,دەستکەیت
present-first-person-second-person,دەستکەم,دەستکەیت,دەشەم,دەشی
present-first-person-second-person,دەستکەم,دەستکەیت,دەفڕم,دەفڕی
present-first-person-second-person,دەستکەم,دەستکەیت,دەنووسم,دەنووسی
present-first-person-second-person,دەستکەم,دەستکەیت,دەوێنم,دەوێنی
present-first-person-second-person,دەستکەم,دەستکەیت,دەپێشم,دەپێشی
present-first-person-second-person,دەستکەم,دەستکەیت,دەچم,دەچی
present-first-person-second-person,دەستکەم,دەستکەیت,دەچمە,دەچیت
present-first-person-second-person,دەستکەم,دەستکەیت,دەڕووم,دەڕووی
present-first-person-second-person,دەستکەم,دەستکەیت,دەڕۆم,دەڕۆی
present-first-person-second-person,دەستکەم,دەستکەیت,دەکەم,دەکەیت
present-first-person-second-person,دەستکەم,دەستکەیت,دەگرم,دەگری
present-first-person-second-person,دەستکەم,دەستکەیت,دەگریم,دەگری
present-first-person-second-person,دەستکەم,دەستکەیت,دەگەڕم,دەگەڕی
present-first-person-second-person,دەشەم,دەشی,دەبینم,دەبینی
present-first-person-second-person,دەشەم,دەشی,دەبێشم,دەبێشی
present-first-person-second-person,دەشەم,دەشی,دەخوەم,دەخوی
present-first-person-second-person,دەشەم,دەشی,دەخۆم,دەخۆی
present-first-person-second-person,دەشەم,دەشی,دەدەم,دەدەیت
present-first-person-second-person,دەشەم,دەشی,دەدەنم,دەدەنی
present-first-person-second-person,دەشەم,دەشی,دەستکەم,دەستکەیت
present-first-person-second-person,دەشەم,دەشی,دەشەم,دەشی
present-first-person-second-person,دەشەم,دەشی,دەفڕم,دەفڕی
present-first-person-second-person,دەشەم,دەشی,دەنووسم,دەنووسی
present-first-person-second-person,دەشەم,دەشی,دەوڕم,دەوڕی
present-first-person-second-person,دەشەم,دەشی,دەوێنم,دەوێنی
present-first-person-second-person,دەشەم,دەشی,دەپێشم,دەپێشی
present-first-person-second-person,دەشەم,دەشی,دەچم,دەچی
present-first-person-second-person,دەشەم,دەشی,دەچمە,دەچیت
present-first-person-second-person,دەشەم,دەشی,دەڕووم,دەڕووی
present-first-person-second-person,دەشەم,دەشی,دەڕۆم,دەڕۆی
present-first-person-second-person,دەشەم,دەشی,دەکەم,دەکەیت
present-first-person-second-person,دەشەم,دەشی,دەگرم,دەگری
present-first-person-second-person,دەشەم,دەشی,دەگریم,دەگری
present-first-person-second-person,دەشەم,دەشی,دەگەڕم,دەگەڕی
present-first-person-second-person,دەفڕم,دەفڕی,دەبینم,دەبینی
present-first-person-second-person,دەفڕم,دەفڕی,دەبێشم,دەبێشی
present-first-person-second-person,دەفڕم,دەفڕی,دەخوەم,دەخوی
present-first-person-second-person,دەفڕم,دەفڕی,دەخۆم,دەخۆی
present-first-person-second-person,دەفڕم,دەفڕی,دەدەم,دەدەیت
present-first-person-second-person,دەفڕم,دەفڕی,دەدەنم,دەدەنی
present-first-person-second-person,دەفڕم,دەفڕی,دەستکەم,دەستکەیت
present-first-person-second-person,دەفڕم,دەفڕی,دەشەم,دەشی
present-first-person-second-person,دەفڕم,دەفڕی,دەفڕم,دەفڕی
present-first-person-second-person,دەفڕم,دەفڕی,دەنووسم,دەنووسی
present-first-person-second-person,دەفڕم,دەفڕی,دەوێنم,دەوێنی
present-first-person-second-person,دەفڕم,دەفڕی,دەپێشم,دەپێشی
present-first-person-second-person,دەفڕم,دەفڕی,دەچم,دەچی
present-first-person-second-person,دەفڕم,دەفڕی,دەچمە,دەچیت
present-first-person-second-person,دەفڕم,دەفڕی,دەڕووم,دەڕووی
present-first-person-second-person,دەفڕم,دەفڕی,دەڕۆم,دەڕۆی
present-first-person-second-person,دەفڕم,دەفڕی,دەکەم,دەکەیت
present-first-person-second-person,دەفڕم,دەفڕی,دەگرم,دەگری
present-first-person-second-person,دەفڕم,دەفڕی,دەگریم,دەگری
present-first-person-second-person,دەفڕم,دەفڕی,دەگەڕم,دەگەڕی
present-first-person-second-person,دەنووسم,دەنووسی,دەبینم,دەبینی
present-first-person-second-person,دەنووسم,دەنووسی,دەبێشم,دەبێشی
present-first-person-second-person,دەنووسم,دەنووسی,دەخوەم,دەخوی
present-first-person-second-person,دەنووسم,دەنووسی,دەخۆم,دەخۆی
present-first-person-second-person,دەنووسم,دەنووسی,دەدەم,دەدەیت
present-first-person-second-person,دەنووسم,دەنووسی,دەدەنم,دەدەنی
present-first-person-second-person,دەنووسم,دەنووسی,دەستکەم,دەستکەیت
present-first-person-second-person,دەنووسم,دەنووسی,دەشەم,دەشی
present-first-person-second-person,دەنووسم,دەنووسی,دەفڕم,دەفڕی
present-first-person-second-person,دەنووسم,دەنووسی,دەنووسم,دەنووسی
present-first-person-second-person,دەنووسم,دەنووسی,دەوێنم,دەوێنی
present-first-person-second-person,دەنووسم,دەنووسی,دەپێشم,دەپێشی
present-first-person-second-person,دەنووسم,دەنووسی,دەچم,دەچی
present-first-person-second-person,دەنووسم,دەنووسی,دەچمە,دەچیت
present-first-person-second-person,دەنووسم,دەنووسی,دەڕووم,دەڕووی
present-first-person-second-person,دەنووسم,دەنووسی,دەڕۆم,دەڕۆی
present-first-person-second-person,دەنووسم,دەنووسی,دەکەم,دەکەیت
present-first-person-second-person,دەنووسم,دەنووسی,دەگرم,دەگری
present-first-person-second-person,دەنووسم,دەنووسی,دەگریم,دەگری
present-first-person-second-person,دەنووسم,دەنووسی,دەگەڕم,دەگەڕی
present-first-person-second-person,دەوێنم,دەوێنی,دەبینم,دەبینی
present-first-person-second-person,دەوێنم,دەوێنی,دەبێشم,دەبێشی
present-first-person-second-person,دەوێنم,دەوێنی,دەخوەم,دەخوی
present-first-person-second-person,دەوێنم,دەوێنی,دەخۆم,دەخۆی
present-first-person-second-person,دەوێنم,دەوێنی,دەدەم,دەدەیت
present-first-person-second-person,دەوێنم,دەوێنی,دەدەنم,دەدەنی
present-first-person-second-person,دەوێنم,دەوێنی,دەستکەم,دەستکەیت
present-first-person-second-person,دەوێنم,دەوێنی,دەشەم,دەشی
present-first-person-second-person,دەوێنم,دەوێنی,دەفڕم,دەفڕی
present-first-person-second-person,دەوێنم,دەوێنی,دەنووسم,دەنووسی
present-first-person-second-person,دەوێنم,دەوێنی,دەوێنم,دەوێنی
present-first-person-second-person,دەوێنم,دەوێنی,دەپێشم,دەپێشی
present-first-person-second-person,دەوێنم,دەوێنی,دەچم,دەچی
present-first-person-second-person,دەوێنم,دەوێنی,دەچمە,دەچیت
present-first-person-second-person,دەوێنم,دەوێنی,دەڕووم,دەڕووی
present-first-person-second-person,دەوێنم,دەوێنی,دەڕۆم,دەڕۆی
present-first-person-second-person,دەوێنم,دەوێنی,دەکەم,دەکەیت
present-first-person-second-person,دەوێنم,دەوێنی,دەگرم,دەگری
present-first-person-second-person,دەوێنم,دەوێنی,دەگریم,دەگری
present-first-person-second-person,دەوێنم,دەوێنی,دەگەڕم,دەگەڕی
present-first-person-second-person,دەپێشم,دەپێشی,دەبینم,دەبینی
present-first-person-second-person,دەپێشم,دەپێشی,دەبێشم,دەبێشی
present-first-person-second-person,دەپێشم,دەپێشی,دەخوەم,دەخوی
present-first-person-second-person,دەپێشم,دەپێشی,دەخۆم,دەخۆی
present-first-person-second-person,دەپێشم,دەپێشی,دەدەم,دەدەیت
present-first-person-second-person,دەپێشم,دەپێشی,دەدەنم,دەدەنی
present-first-person-second-person,دەپێشم,دەپێشی,دەستکەم,دەستکەیت
present-first-person-second-person,دەپێشم,دەپێشی,دەشەم,دەشی
present-first-person-second-person,دەپێشم,دەپێشی,دەفڕم,دەفڕی
present-first-person-second-person,دەپێشم,دەپێشی,دەنووسم,دەنووسی
present-first-person-second-person,دەپێشم,دەپێشی,دەوێنم,دەوێنی
present-first-person-second-person,دەپێشم,دەپێشی,دەپێشم,دەپێشی
present-first-person-second-person,دەپێشم,دەپێشی,دەچم,دەچی
present-first-person-second-person,دەپێشم,دەپێشی,دەچمە,دەچیت
present-first-person-second-person,دەپێشم,دەپێشی,دەڕووم,دەڕووی
present-first-person-second-person,دەپێشم,دەپێشی,دەڕۆم,دەڕۆی
present-first-person-second-person,دەپێشم,دەپێشی,دەکەم,دەکەیت
present-first-person-second-person,دەپێشم,دەپێشی,دەگرم,دەگری
present-first-person-second-person,دەپێشم,دەپێشی,دەگریم,دەگری
present-first-person-second-person,دەپێشم,دەپێشی,دەگەڕم,دەگەڕی
present-first-person-second-person,دەچم,دەچی,دەبینم,دەبینی
present-first-person-second-person,دەچم,دەچی,دەبێشم,دەبێشی
present-first-person-second-person,دەچم,دەچی,دەخوەم,دەخوی
present-first-person-second-person,دەچم,دەچی,دەخۆم,دەخۆی
present-first-person-second-person,دەچم,دەچی,دەدەم,دەدەیت
present-first-person-second-person,دەچم,دەچی,دەدەنم,دەدەنی
present-first-person-second-person,دەچم,دەچی,دەستکەم,دەستکەیت
present-first-person-second-person,دەچم,دەچی,دەشەم,دەشی
present-first-person-second-person,دەچم,دەچی,دەفڕم,دەفڕی
present-first-person-second-person,دەچم,دەچی,دەنووسم,دەنووسی
present-first-person-second-person,دەچم,دەچی,دەوێنم,دەوێنی
present-first-person-second-person,دەچم,دەچی,دەپێشم,دەپێشی
present-first-person-second-person,دەچم,دەچی,دەچم,دەچی
present-first-person-second-person,دەچم,دەچی,دەچمە,دەچیت
present-first-person-second-person,دەچم,دەچی,دەڕووم,دەڕووی
present-first-person-second-person,دەچم,دەچی,دەڕۆم,دەڕۆی
present-first-person-second-person,دەچم,دەچی,دەکەم,دەکەیت
present-first-person-second-person,دەچم,دەچی,دەگرم,دەگری
present-first-person-second-person,دەچم,دەچی,دەگریم,دەگری
present-first-person-second-person,دەچم,دەچی,دەگەڕم,دەگەڕی
present-first-person-second-person,دەچمە,دەچیت,دەبینم,دەبینی
present-first-person-second-person,دەچمە,دەچیت,دەبێشم,دەبێشی
present-first-person-second-person,دەچمە,دەچیت,دەبەم,دەبەیت
present-first-person-second-person,دەچمە,دەچیت,دەخوەم,دەخوی
present-first-person-second-person,دەچمە,دەچیت,دەخۆم,دەخۆی
present-first-person-second-person,دەچمە,دەچیت,دەدەم,دەدەیت
present-first-person-second-person,دەچمە,دەچیت,دەدەنم,دەدەنی
present-first-person-second-person,دەچمە,دەچیت,دەستکەم,دەستکەیت
present-first-person-second-person,دەچمە,دەچیت,دەشەم,دەشی
present-first-person-second-person,دەچمە,دەچیت,دەفڕم,دەفڕی
present-first-person-second-person,دەچمە,دەچیت,دەنووسم,دەنووسی
present-first-person-second-person,دەچمە,دەچیت,دەوێنم,دەوێنی
present-first-person-second-person,دەچمە,دەچیت,دەپێشم,دەپێشی
present-first-person-second-person,دەچمە,دەچیت,دەچم,دەچی
present-first-person-second-person,دەچمە,دەچیت,دەچمە,دەچیت
present-first-person-second-person,دەچمە,دەچیت,دەڕووم,دەڕووی
present-first-person-second-person,دەچمە,دەچیت,دەڕۆم,دەڕۆی
present-first-person-second-person,دەچمە,دەچیت,دەکەم,دەکەیت
present-first-person-second-person,دەچمە,دەچیت,دەگرم,دەگری
present-first-person-second-person,دەچمە,دەچیت,دەگریم,دەگری
present-first-person-second-person,دەچمە,دەچیت,دەگەڕم,دەگەڕی
present-first-person-second-person,دەڕووم,دەڕووی,دەبینم,دەبینی
present-first-person-second-person,دەڕووم,دەڕووی,دەبێشم,دەبێشی
present-first-person-second-person,دەڕووم,دەڕووی,دەخوەم,دەخوی
present-first-person-second-person,دەڕووم,دەڕووی,دەخۆم,دەخۆی
present-first-person-second-person,دەڕووم,دەڕووی,دەدەم,دەدەیت
present-first-person-second-person,دەڕووم,دەڕووی,دەدەنم,دەدەنی
present-first-person-second-person,دەڕووم,دەڕووی,دەستکەم,دەستکەیت
present-first-person-second-person,دەڕووم,دەڕووی,دەشەم,دەشی
present-first-person-second-person,دەڕووم,دەڕووی,دەفڕم,دەفڕی
present-first-person-second-person,دەڕووم,دەڕووی,دەنووسم,دەنووسی
present-first-person-second-person,دەڕووم,دەڕووی,دەوێنم,دەوێنی
present-first-person-second-person,دەڕووم,دەڕووی,دەپێشم,دەپێشی
present-first-person-second-person,دەڕووم,دەڕووی,دەچم,دەچی
present-first-person-second-person,دەڕووم,دەڕووی,دەچمە,دەچیت
present-first-person-second-person,دەڕووم,دەڕووی,دەڕووم,دەڕووی
present-first-person-second-person,دەڕووم,دەڕووی,دەڕۆم,دەڕۆی
present-first-person-second-person,دەڕووم,دەڕووی,دەکەم,دەکەیت
present-first-person-second-person,دەڕووم,دەڕووی,دەگرم,دەگری
present-first-person-second-person,دەڕووم,دەڕووی,دەگریم,دەگری
present-first-person-second-person,دەڕووم,دەڕووی,دەگەڕم,دەگەڕی
present-first-person-second-person,دەڕۆم,دەڕۆی,دەبینم,دەبینی
present-first-person-second-person,دەڕۆم,دەڕۆی,دەبێشم,دەبێشی
present-first-person-second-person,دەڕۆم,دەڕۆی,دەخوەم,دەخوی
present-first-person-second-person,دەڕۆم,دەڕۆی,دەخۆم,دەخۆی
present-first-person-second-person,دەڕۆم,دەڕۆی,دەدەم,دەدەیت
present-first-person-second-person,دەڕۆم,دەڕۆی,دەدەنم,دەدەنی
present-first-person-second-person,دەڕۆم,دەڕۆی,دەستکەم,دەستکەیت
present-first-person-second-person,دەڕۆم,دەڕۆی,دەشەم,دەشی
present-first-person-second-person,دەڕۆم,دەڕۆی,دەفڕم,دەفڕی
present-first-person-second-person,دەڕۆم,دەڕۆی,دەنووسم,دەنووسی
present-first-person-second-person,دەڕۆم,دەڕۆی,دەوێنم,دەوێنی
present-first-person-second-person,دەڕۆم,دەڕۆی,دەپێشم,دەپێشی
present-first-person-second-person,دەڕۆم,دەڕۆی,دەچم,دەچی
present-first-person-second-person,دەڕۆم,دەڕۆی,دەچمە,دەچیت
present-first-person-second-person,دەڕۆم,دەڕۆی,دەڕووم,دەڕووی
present-first-person-second-person,دەڕۆم,دەڕۆی,دەڕۆم,دەڕۆی
present-first-person-second-person,دەڕۆم,دەڕۆی,دەکەم,دەکەیت
present-first-person-second-person,دەڕۆم,دەڕۆی,دەگرم,دەگری
present-first-person-second-person,دەڕۆم,دەڕۆی,دەگریم,دەگری
present-first-person-second-person,دەڕۆم,دەڕۆی,دەگەڕم,دەگەڕی
present-first-person-second-person,دەکەم,دەکەیت,دەبینم,دەبینی
present-first-person-second-person,دەکەم,دەکەیت,دەبێشم,دەبێشی
present-first-person-second-person,دەکەم,دەکەیت,دەخوەم,دەخوی
present-first-person-second-person,دەکەم,دەکەیت,دەخۆم,دەخۆی
present-first-person-second-person,دەکەم,دەکەیت,دەدەم,دەدەیت
present-first-person-second-person,دەکەم,دەکەیت,دەدەنم,دەدەنی
present-first-person-second-person,دەکەم,دەکەیت,دەستکەم,دەستکەیت
present-first-person-second-person,دەکەم,دەکەیت,دەشەم,دەشی
present-first-person-second-person,دەکەم,دەکەیت,دەفڕم,دەفڕی
present-first-person-second-person,دەکەم,دەکەیت,دەنووسم,دەنووسی
present-first-person-second-person,دەکەم,دەکەیت,دەوێنم,دەوێنی
present-first-person-second-person,دەکەم,دەکەیت,دەپێشم,دەپێشی
present-first-person-second-person,دەکەم,دەکەیت,دەچم,دەچی
present-first-person-second-person,دەکەم,دەکەیت,دەچمە,دەچیت
present-first-person-second-person,دەکەم,دەکەیت,دەڕووم,دەڕووی
present-first-person-second-person,دەکەم,دەکەیت,دەڕۆم,دەڕۆی
present-first-person-second-person,دەکەم,دەکەیت,دەکەم,دەکەیت
present-first-person-second-person,دەکەم,دەکەیت,دەگرم,دەگری
present-first-person-second-person,دەکەم,دەکەیت,دەگریم,دەگری
present-first-person-second-person,دەکەم,دەکەیت,دەگەڕم,دەگەڕی
present-first-person-second-person,دەگرم,دەگری,دەبینم,دەبینی
present-first-person-second-person,دەگرم,دەگری,دەبێشم,دەبێشی
present-first-person-second-person,دەگرم,دەگری,دەخوەم,دەخوی
present-first-person-second-person,دەگرم,دەگری,دەخۆم,دەخۆی
present-first-person-second-person,دەگرم,دەگری,دەدەم,دەدەیت
present-first-person-second-person,دەگرم,دەگری,دەدەنم,دەدەنی
present-first-person-second-person,دەگرم,دەگری,دەستکەم,دەستکەیت
present-first-person-second-person,دەگرم,دەگری,دەشەم,دەشی
present-first-person-second-person,دەگرم,دەگری,دەفڕم,دەفڕی
present-first-person-second-person,دەگرم,دەگری,دەنووسم,دەنووسی
present-first-person-second-person,دەگرم,دەگری,دەوێنم,دەوێنی
present-first-person-second-person,دەگرم,دەگری,دەپێشم,دەپێشی
present-first-person-second-person,دەگرم,دەگری,دەچم,دەچی
present-first-person-second-person,دەگرم,دەگری,دەچمە,دەچیت
present-first-person-second-person,دەگرم,دەگری,دەڕووم,دەڕووی
present-first-person-second-person,دەگرم,دەگری,دەڕۆم,دەڕۆی
present-first-person-second-person,دەگرم,دەگری,دەکەم,دەکەیت
present-first-person-second-person,دەگرم,دەگری,دەگرم,دەگری
present-first-person-second-person,دەگرم,دەگری,دەگریم,دەگری
present-first-person-second-person,دەگرم,دەگری,دەگەڕم,دەگەڕی
present-first-person-second-person,دەگریم,دەگری,دەبینم,دەبینی
present-first-person-second-person,دەگریم,دەگری,دەبێشم,دەبێشی
present-first-person-second-person,دەگریم,دەگری,دەخوەم,دەخوی
present-first-person-second-person,دەگریم,دەگری,دەخۆم,دەخۆی
present-first-person-second-person,دەگریم,دەگری,دەدەم,دەدەیت
present-first-person-second-person,دەگریم,دەگری,دەدەنم,دەدەنی
present-first-person-second-person,دەگریم,دەگری,دەستکەم,دەستکەیت
present-first-person-second-person,دەگریم,دەگری,دەشەم,دەشی
present-first-person-second-person,دەگریم,دەگری,دەفڕم,دەفڕی
present-first-person-second-person,دەگریم,دەگری,دەنووسم,دەنووسی
present-first-person-second-person,دەگریم,دەگری,دەوێنم,دەوێنی
present-first-person-second-person,دەگریم,دەگری,دەپێشم,دەپێشی
present-first-person-second-person,دەگریم,دەگری,دەچم,دەچی
present-first-person-second-person,دەگریم,دەگری,دەچمە,دەچیت
present-first-person-second-person,دەگریم,دەگری,دەڕووم,دەڕووی
present-first-person-second-person,دەگریم,دەگری,دەڕۆم,دەڕۆی
present-first-person-second-person,دەگریم,دەگری,دەکەم,دەکەیت
present-first-person-second-person,دەگریم,دەگری,دەگرم,دەگری
present-first-person-second-person,دەگریم,دەگری,دەگریم,دەگری
present-first-person-second-person,دەگریم,دەگری,دەگەڕم,دەگەڕی
present-first-person-second-person,دەگەڕم,دەگەڕی,دەبینم,دەبینی
present-first-person-second-person,دەگەڕم,دەگەڕی,دەبێشم,دەبێشی
present-first-person-second-person,دەگەڕم,دەگەڕی,دەخوەم,دەخوی
present-first-person-second-person,دەگەڕم,دەگەڕی,دەخۆم,دەخۆی
present-first-person-second-person,دەگەڕم,دەگەڕی,دەدەم,دەدەیت
present-first-person-second-person,دەگەڕم,دەگەڕی,دەدەنم,دەدەنی
present-first-person-second-person,دەگەڕم,دەگەڕی,دەستکەم,دەستکەیت
present-first-person-second-person,دەگەڕم,دەگەڕی,دەشەم,دەشی
present-first-person-second-person,دەگەڕم,دەگەڕی,دەفڕم,دەفڕی
present-first-person-second-person,دەگەڕم,دەگەڕی,دەنووسم,دەنووسی
present-first-person-second-person,دەگەڕم,دەگەڕی,دەوێنم,دەوێنی
present-first-person-second-person,دەگەڕم,دەگەڕی,دەپێشم,دەپێشی
present-first-person-second-person,دەگەڕم,دەگەڕی,دەچم,دەچی
present-first-person-second-person,دەگەڕم,دەگەڕی,دەچمە,دەچیت
present-first-person-second-person,دەگەڕم,دەگەڕی,دەڕووم,دەڕووی
present-first-person-second-person,دەگەڕم,دەگەڕی,دەڕۆم,دەڕۆی
present-first-person-second-person,دەگەڕم,دەگەڕی,دەکەم,دەکەیت
present-first-person-second-person,دەگەڕم,دەگەڕی,دەگرم,دەگری
present-first-person-second-person,دەگەڕم,دەگەڕی,دەگریم,دەگری
present-first-person-second-person,دەگەڕم,دەگەڕی,دەگم,دەگی
present-first-person-second-person,دەگەڕم,دەگەڕی,دەگەڕم,دەگەڕی
synonym,ئاڕام,ئازار,ئەزموون,چالاک
synonym,ئاڕام,ئازار,ئەزموونی,ڕووناک
synonym,ئاڕام,ئازار,بەهوش,زیرەک
synonym,ئاڕام,ئازار,بەهێن,بردوام
synonym,ئاڕام,ئازار,تازە,نوێ
synonym,ئاڕام,ئازار,جوان,برزنج
synonym,ئاڕام,ئازار,جوان,نوێر
synonym,ئاڕام,ئازار,جەخت,توند
synonym,ئاڕام,ئازار,حەزیار,رەزا
synonym,ئاڕام,ئازار,خوشحال,مسرور
synonym,ئاڕام,ئازار,خۆشەویست,دوست
synonym,ئاڕام,ئازار,خۆشەویست,نەوازی
synonym,ئاڕام,ئازار,خێرا,چالاک
synonym,ئاڕام,ئازار,دوست,خەمبار
synonym,ئاڕام,ئازار,دڵخۆش,دڵشاد
synonym,ئاڕام,ئازار,دەنگی,نوێ
synonym,ئاڕام,ئازار,روناک,دەرخانی
synonym,ئاڕام,ئازار,رەشن,دەرباز
synonym,ئاڕام,ئازار,زۆر,بەرهەوار
synonym,ئاڕام,ئازار,زێڕی,بەردوام
synonym,ئاڕام,ئازار,ساده,ئاسان
synonym,ئاڕام,ئازار,شادا,ڕووناک
synonym,ئاڕام,ئازار,شەرمەزار,دوست
synonym,ئاڕام,ئازار,شەڕ,دەنگ
synonym,ئاڕام,ئازار,مهربان,خاوەن
synonym,ئاڕام,ئازار,نوێ,بەرز
synonym,ئاڕام,ئازار,پاک,خاوەن
synonym,ئاڕام,ئازار,پڕشور,دەنگ
synonym,ئاڕام,ئازار,پیاو,زەوی
synonym,ئاڕام,ئازار,پەرچاو,بەرهەوار
synonym,ئاڕام,ئازار,ڕوونا,بەرهەوار
synonym,ئاڕام,ئازار,گرم,گەرما
synonym,ئاڕام,ئازار,گەورە,پەنابەر
synonym,ئەزموون,چالاک,ئاڕام,ئازار
synonym,ئەزموون,چالاک,ئەزموونی,ڕووناک
synonym,ئەزموون,چالاک,بەهوش,زیرەک
synonym,ئەزموون,چالاک,بەهێن,بردوام
synonym,ئەزموون,چالاک,تازە,نوێ
synonym,ئەزموون,چالاک,جوان,برزنج
synonym,ئەزموون,چالاک,جوان,نوێر
synonym,ئەزموون,چالاک,جەخت,توند
synonym,ئەزموون,چالاک,حەزیار,رەزا
synonym,ئەزموون,چالاک,خوشحال,مسرور
synonym,ئەزموون,چالاک,خۆشەویست,دوست
synonym,ئەزموون,چالاک,خۆشەویست,نەوازی
synonym,ئەزموون,چالاک,خێرا,چالاک
synonym,ئەزموون,چالاک,دوست,خەمبار
synonym,ئەزموون,چالاک,دوستدار,بێوانە
synonym,ئەزموون,چالاک,دڵخۆش,دڵشاد
synonym,ئەزموون,چالاک,دەنگی,نوێ
synonym,ئەزموون,چالاک,روناک,دەرخانی
synonym,ئەزموون,چالاک,رەشن,دەرباز
synonym,ئەزموون,چالاک,زۆر,بەرهەوار
synonym,ئەزموون,چالاک,زێڕی,بەردوام
synonym,ئەزموون,چالاک,ساده,ئاسان
synonym,ئەزموون,چالاک,شادا,ڕووناک
synonym,ئەزموون,چالاک,شەرمەزار,دوست
synonym,ئەزموون,چالاک,شەڕ,دەنگ
synonym,ئەزموون,چالاک,مهربان,خاوەن
synonym,ئەزموون,چالاک,نوێ,بەرز
synonym,ئەزموون,چالاک,پاک,خاوەن
synonym,ئەزموون,چالاک,پیاو,زەوی
synonym,ئەزموون,چالاک,پەرچاو,بەرهەوار
synonym,ئەزموون,چالاک,ڕوونا,بەرهەوار
synonym,ئەزموون,چالاک,گرم,گەرما
synonym,ئەزموون,چالاک,گەورە,پەنابەر
synonym,ئەزموونی,ڕووناک,ئاڕام,ئازار
synonym,ئەزموونی,ڕووناک,ئەزموون,چالاک
synonym,ئەزموونی,ڕووناک,بەهوش,زیرەک
synonym,ئەزموونی,ڕووناک,بەهێن,بردوام
synonym,ئەزموونی,ڕووناک,تاریک,دەرباز
synonym,ئەزموونی,ڕووناک,تازە,نوێ
synonym,ئەزموونی,ڕووناک,جوان,برزنج
synonym,ئەزموونی,ڕووناک,جوان,نوێر
synonym,ئەزموونی,ڕووناک,جەخت,توند
synonym,ئەزموونی,ڕووناک,حەزیار,رەزا
synonym,ئەزموونی,ڕووناک,خوشحال,مسرور
synonym,ئەزموونی,ڕووناک,خۆشەویست,دوست
synonym,ئەزموونی,ڕووناک,خۆشەویست,نەوازی
synonym,ئەزموونی,ڕووناک,خێرا,چالاک
synonym,ئەزموونی,ڕووناک,دوست,خەمبار
synonym,ئەزموونی,ڕووناک,دڵخۆش,دڵشاد
synonym,ئەزموونی,ڕووناک,دەنگی,نوێ
